Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
,,Spc0010,,FACHADAS,,,,,0.00,,,
,,Spc0010,,Lateral 1,1.0000000000,78.10,0.25,0.00,19.53,,,
,,Spc0010,,,1.0000000000,1.20,0.25,2.85,0.86,,,
,,Spc0010,,,-1.0000000000,15.13,0.25,0.00,-3.78,,,
,,Spc0010,,Lateral 2,1.0000000000,91.40,0.25,0.00,22.85,,,
,,Spc0010,,,-1.0000000000,13.43,0.25,0.00,-3.36,,,
,,Spc0010,,Frontal 3,1.0000000000,25.44,0.25,0.00,6.36,,,
,,Spc0010,,,-1.0000000000,1.86,0.25,0.00,-0.47,,,
,,Spc0010,,Frontal 4,1.0000000000,10.90,0.25,0.00,2.73,,,
,,Spc0010,,INTERIORES,,,,,0.00,,,
,,Spc0010,,Muro Tipo 1,1.0000000000,4.40,0.20,5.30,4.66,,,
,,Spc0010,,,1.0000000000,1.20,0.20,2.85,0.68,,,
,,Spc0010,,Muro Tipo 2,1.0000000000,3.90,0.15,2.85,1.67,,,
,,Spc0010,,,1.0000000000,1.75,0.25,2.85,1.25,,,
,,Spc0010,,TECHO DE LOSA,,,,,0.00,,,
,,Spc0010,,Planta Baja,1.0000000000,79.80,0.00,0.00,79.80,,,
,,Spc0010,,,-1.0000000000,31.43,0.00,0.00,-31.43,,,
,,Spc0010,,,-1.0000000000,1.65,0.00,0.00,-1.65,,,
,,Spc0010,,,-1.0000000000,3.13,0.00,0.00,-3.13,,,
,,Spc0010,,Planta Alta,1.0000000000,69.55,0.00,0.00,69.55,,,
,,Spc0010,,,1.0000000000,5.25,0.00,0.00,5.25,,,
,,Spc0010,,,-1.0000000000,3.63,0.00,0.00,-3.63,,,
,,Spc0010,,PILARES,,,,,0.00,,,
,,Spc0010,,P1,1.0000000000,0.25,0.00,2.50,0.63,,,
,,Spc0010,,P2,1.0000000000,1.28,0.00,2.50,3.20,,,
,,,,,,,,,Total 06.06.01,171.557,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 06.06,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 06,1,0.00,0.00
,,,,,,,,,,,,
07,Capítulo,,Instalaciones,,,,,,,1,0.00,0.00
07.01,Capítulo,,Infraestructura de telecomunicaciones,,,,,,,1.000,0.00,0.00
07.01.01,Partida,m,"Suministro e instalación enterrada de canalización externa, entre la arqueta de entrada y el registro de enlace inferior en el i",,,,,,,5.000,0.00,0.00
,,,"Suministro e instalación enterrada de canalización externa, entre la arqueta de entrada y el registro de enlace inferior en el interior del edificio o directamente en el RITI o RITU, en edificación de hasta 4 PAU, formada por 3 tubos (2 TBA+STDP, 1 reserva) de polietileno de 63 mm de diámetro, suministrado en rollo, resistencia a la compresión 450 N, resistencia al impacto 20 julios, ejecutada en zanja de 45x75 cm, con los tubos embebidos en un prisma de hormigón en masa HM-20/B/20/I con 6 cm de recubrimiento superior e inferior y 5,5 cm de recubrimiento lateral. Incluso soportes separadores de tubos de PVC colocados cada 100 cm e hilo guía.
Incluye: Replanteo del recorrido de la canalización. Refinado de fondos y laterales a mano, con extracción de las tierras. Vertido y compactación del hormigón en formación de solera. Presentación en seco de los tubos. Vertido y compactación del hormigón para formación del prisma.",,,,,,,,,
07.01.02,Partida,m,Suministro e instalación empotrada de canalización de enlace superior entre el punto de entrada general superior de la vivienda,,,,,,,3.000,0.00,0.00
,,,"Suministro e instalación empotrada de canalización de enlace superior entre el punto de entrada general superior de la vivienda y el registro de terminación de red, para vivienda unifamiliar, formada por 2 tubos de polipropileno flexible, corrugados de 40 mm de diámetro, resistencia a la compresión 320 N, resistencia al impacto 2 julios. Incluso accesorios, elementos de sujeción e hilo guía.
Incluye: Replanteo del recorrido de la canalización. Colocación y fijación de los tubos. Colocación del hilo guía.",,,,,,,,,
07.01.03,Partida,m,"Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro d",,,,,,,10.000,0.00,0.00
,,,"Suministro e instalación empotrada de canalización secundaria en tramo comunitario, entre el registro secundario y el registro de terminación de red en el interior de la vivienda, en edificación de hasta 2 PAU, formada por 4 tubos (1 RTV, 1 cable de pares o cable de pares trenzados, 1 cable coaxial, 1 cable de fibra óptica) de PVC flexible, corrugados, reforzados de 32 mm de diámetro, resistencia a la compresión 320 N, resistencia al impacto 2 julios. Incluso accesorios, elementos de sujeción e hilo guía.
Incluye: Replanteo del recorrido de la canalización. Colocación y fijación de los tubos. Colocación del hilo guía.",,,,,,,,,
07.01.04,Partida,Ud,"Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipami",,,,,,,1.000,0.00,0.00
,,,"Suministro e instalación empotrada de registro de terminación de red, formado por caja de plástico para disposición del equipamiento principalmente en vertical, de 500x600x80 mm. Incluso tapa, accesorios, piezas especiales y fijaciones.
Incluye: Replanteo. Colocación y fijación de la caja.",,,,,,,,,
,,,,,,,,,Total 07.01,1.000,0.00,0.00
,,,,,,,,,,,,
07.02,Capítulo,,Audiovisuales,,,,,,,1.000,0.00,0.00
07.02.01,Partida,Ud,"Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de",,,,,,,1.000,0.00,0.00
,,,"Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de espesor. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo. Montaje.",,,,,,,,,
07.02.02,Partida,Ud,"Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, d",,,,,,,1.000,0.00,0.00
,,,"Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, de 0 dB de ganancia y 500 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",,,,,,,,,
07.02.03,Partida,Ud,"Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento",,,,,,,1.000,0.00,0.00
,,,"Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento, 0 dB de ganancia, 15 dB de relación D/A y 555 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",,,,,,,,,
07.02.04,Partida,Ud,"Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta d",,,,,,,1.000,0.00,0.00
,,,"Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta definición (HDTV) procedentes de emisiones terrenales, canales del 21 al 60, de 13 elementos, 13 dB de ganancia, 25 dB de relación D/A. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",,,,,,,,,
07.02.05,Partida,Ud,"Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de al",,,,,,,1.000,0.00,0.00
,,,"Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de alimentación, carga resistiva y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
07.02.06,Partida,m,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de",,,,,,,41.930,0.00,0.00
,,,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PVC de 6,9 mm de diámetro de color blanco. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",,,,,,,,,
07.02.07,Partida,m,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de",,,,,,,15.000,0.00,0.00
,,,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PE de 6,9 mm de diámetro de color negro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",,,,,,,,,
,,Spc0010,,Red exterior,1.0000000000,15.000,0.000,0.000,15.000,,,
,,,,,,,,,Total 07.02.07,15.000,0.00,0.00
,,,,,,,,,,,,
07.02.08,Partida,Ud,"Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14",,,,,,,1.000,0.00,0.00
,,,"Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14 dB de pérdidas de inserción a 2150 MHz.
Incluye: Colocación del distribuidor. Conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
07.02.09,Partida,Ud,"Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.",,,,,,,3.000,0.00,0.00
,,,"Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
07.02.10,Partida,m,"Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 se",,,,,,,145.860,0.00,0.00
,,,"Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 según UNE-EN 50575, con conductor unifilar de cobre, aislamiento de polietileno y vaina exterior de poliolefina termoplástica LSFH libre de halógenos, con baja emisión de humos y gases corrosivos, de 6,2 mm de diámetro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",,,,,,,,,
,,Spc0010,,,1.0000000000,73.930,0.000,0.000,73.930,,,
,,Spc0010,,,1.0000000000,71.930,0.000,0.000,71.930,,,
,,,,,,,,,Total 07.02.10,145.860,0.00,0.00
,,,,,,,,,,,,
07.02.11,Partida,Ud,"Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.",,,,,,,6.000,0.00,0.00
,,,"Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
07.02.12,Partida,Ud,Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de call,,,,,,,1.000,0.00,0.00
,,,"Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de calle antivandálica con pulsador de llamada y telecámara, fuente de alimentación y monitor con base de conexión. Incluso abrepuertas, visera, cableado y cajas. Integrado en buzon exterior de acero galvanizado en caliente, y empotrado en muro de cierre. Según diseño e indicaciones de D.F.
Incluye: Replanteo y trazado. Colocación y fijación de tubos y cajas. Tendido de cables. Montaje, conexionado y comprobación de su correcto funcionamiento.",,,,,,,,,
,,,,,,,,,Total 07.02,1.000,0.00,0.00
,,,,,,,,,,,,
07.03,Capítulo,,"Calefacción, climatización y A.C.S.",,,,,,,1.000,0.00,0.00
07.03.01,Partida,Ud,"Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro",,,,,,,1.000,0.00,0.00
,,,"Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro exterior y 2 mm de espesor, PN=6 atm, para climatización, colocado superficialmente, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.01,1.000,0.00,0.00
,,,,,,,,,,,,
07.03.02,Partida,Ud,"Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro",,,,,,,3.000,0.00,0.00
,,,"Punto de vaciado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, para climatización, colocado superficialmente.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Realización de pruebas de servicio.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,0.000,0.000,0.000,1.000,,,
,,Spc0010,,,2.0000000000,0.000,0.000,0.000,2.000,,,
,,,,,,,,,Total 07.03.02,3.000,0.00,0.00
,,,,,,,,,,,,
07.03.03,Partida,Ud,"Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorp",,,,,,,1.000,0.00,0.00
,,,"Bomba circuladora doble, de rotor húmedo, de hierro fundido, con motores de imán permanente, con variadores de frecuencia incorporados y ventilación automática, con cuatro modos de funcionamiento seleccionables desde el panel de control (modo automático, presión proporcional, presión constante y velocidad constante), modelo Ego T 80 ""EBARA"".
Incluye: Replanteo. Colocación de la bomba de circulación. Conexión a la red de distribución.",,,,,,,,,
07.03.04,Partida,Ud,"Vaso de expansión, capacidad 5 l.",,,,,,,1.000,0.00,0.00
,,,"Vaso de expansión, capacidad 5 l.
Incluye: Replanteo del vaso de expansión. Colocación del vaso de expansión. Conexión del vaso de expansión a la red de distribución.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.04,1.000,0.00,0.00
,,,,,,,,,,,,
07.03.05,Partida,Ud,"Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.",,,,,,,1.000,0.00,0.00
,,,"Válvula de 3 vías de 1/2"", mezcladora, con actuador de 230 V.
Incluye: Replanteo. Colocación de la válvula. Conexión de la válvula a los tubos.",,,,,,,,,
07.03.06,Partida,Ud,"Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.",,,,,,,4.000,0.00,0.00
,,,"Purgador automático de aire con boya y rosca de 1/2"" de diámetro, cuerpo y tapa de latón.
Incluye: Replanteo. Colocación del purgador. Conexionado.",,,,,,,,,
07.03.07,Partida,m²,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm con autonivelante",,,,,,,84.510,0.00,0.00
,,,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,84.510,0.000,0.000,84.510,,,
,,,,,,,,,Total 07.03.07,84.510,0.00,0.00
,,,,,,,,,,,,
07.03.08,Partida,m²,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm sin autonivelante",,,,,,,93.850,0.00,0.00
,,,"Sistema de calefacción por suelo radiante compuesto por banda de espuma de polietileno (PE), de 150x10 mm, panel portatubos aislante de poliestireno expandido (EPS), de 30 kg/m³ de densidad, de 1450x850 mm y 33 mm de espesor, tubo de polietileno reticulado (PE-Xa) con barrera de oxígeno y capa de protección de polietileno (PE) modificado, de 17 mm de diámetro exterior y 2 mm de espesor, y mortero autonivelante, CA - C20 - F4 según UNE-EN 13813, de 40 a 70 mm de espesor según estancia.
Incluye: Preparación y limpieza de la superficie de apoyo. Replanteo de la instalación. Fijación del zócalo perimetral. Colocación de los paneles. Replanteo de la tubería. Colocación y fijación de las tuberías. Vertido y extendido de la capa de mortero autonivelante. Realización de pruebas de servicio.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,93.850,0.000,0.000,93.850,,,
,,,,,,,,,Total 07.03.08,93.850,0.00,0.00
,,,,,,,,,,,,
07.03.09,Partida,Ud,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",,,,,,,1.000,0.00,0.00
,,,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.",,,,,,,,,
,,Spc0010,,Vivienda,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.09,1.000,0.00,0.00
,,,,,,,,,,,,
07.03.10,Partida,Ud,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostato",,,,,,,1.000,0.00,0.00
,,,"Sistema de regulación de la temperatura para colector, para calefacción, compuesto de centralita, para un máximo de 6 termostatos de control y 8 cabezales electrotérmicos, con comunicación bidireccional vía radio con los termostatos y las sondas, módulo de ampliación para centralita, para un máximo de 6 termostatos de control y 6 cabezales electrotérmicos, unidad de control con comunicación vía radio y pantalla táctil retroiluminada, para un máximo de 4 centralitas, termostatos digitales, y cabezales electrotérmicos, a 24 V.
Incluye: Colocación, fijación y conexionado eléctrico y de comunicación con todos los elementos que lo demanden en la instalación.",,,,,,,,,
,,Spc0010,,CC 1,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.10,1.000,0.00,0.00
,,,,,,,,,,,,
07.03.11,Partida,Ud,"Electrobomba centrífuga, de hierro fundido, de tres velocidades, con una potencia de 0,071 kW.",,,,,,,1.000,0.00,0.00
,,,"Electrobomba centrífuga, de hierro fundido, de tres velocidades, con una potencia de 0,071 kW.
Incluye: Replanteo. Colocación de la bomba de circulación. Conexión a la red de distribución.",,,,,,,,,
07.03.12,Partida,Ud,"Chimenea de acero inoxidable de doble pared, diámetro interior de 150 mm, aislamiento de 25 mm y acabado encamisado mediante tub",,,,,,,1.000,0.00,0.00
,,,"Chimenea de acero inoxidable de doble pared, diámetro interior de 150 mm, aislamiento de 25 mm y acabado encamisado mediante tubi de acero galvanizado de 2 mm.
Incluye: Replanteo . Presentación de los elementos. Montaje y sus accesorios. Conexión al conducto de evacuación.",,,,,,,,,
07.03.13,Partida,Ud,Colector para calefacción y refrigeración por suelo radiante.,,,,,,,2.000,0.00,0.00
,,,"Colector premontado de poliamida reforzada, para 9 circuitos, compuesto de conexiones principales de 1"", derivaciones de 3/4"", termómetros, purgadores manuales, llave de llenado, llave de vaciado, caudalímetros, tapones terminales y soportes, racores hembra de 16 mm x 3/4"" eurocono, válvulas de esfera para cierre del circuito del colector, curvatubos de plástico, montado en armario de acero galvanizado, de 80x850x730 mm con puerta. Totalmente montado, conexionado y probado.
Incluye: Replanteo del emplazamiento del colector. Colocación del armario para el colector. Colocación del colector. Conexión de las tuberías al colector. Conexión del colector a la red de distribución interior o a la caldera. Realización de pruebas de servicio.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,VIVIENDA,2.0000000000,0.000,0.000,0.000,2.000,,,
,,,,,,,,,Total 07.03.13,2.000,0.00,0.00
,,,,,,,,,,,,
07.03.14,Partida,Ud,Fancoil de techo con distribución por conductos. Sistema de 2 tubos. Modelo: SD 4-020 ND,,,,,,,1.000,0.00,0.00
,,,"Fancoil de techo con distribución por conductos. Sistema de 2 tubos. Modelo: SD 4-020 ND. Casa comercial: Saunier Duval. Incluye: Replanteo de la unidad. Fijación y nivelación. Montaje, conexionado y comprobación de su correcto funcionamiento. Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto. Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.14,1.000,0.00,0.00
,,,,,,,,,,,,
07.03.15,Partida,m²,Conducto de lana mineral.,,,,,,,8.850,0.00,0.00
,,,"Conducto rectangular para la distribución de aire climatizado formado por panel rígido de alta densidad de lana de vidrio, según UNE-EN 14303, revestido por sus dos caras, la exterior con un complejo de aluminio visto + malla de fibra de vidrio + kraft y la interior con un velo de vidrio, de 25 mm de espesor, resistencia térmica 0,75 m²K/W, conductividad térmica 0,032 W/(mK). Incluso codos, derivaciones, embocaduras, soportes metálicos galvanizados, elementos de fijación, sellado de tramos y uniones con cinta autoadhesiva de aluminio, accesorios de montaje y piezas especiales.
Incluye: Replanteo del recorrido de los conductos. Marcado y posterior anclaje de los soportes de los conductos. Montaje y fijación de conductos. Sellado de las uniones. Comprobación de su correcto funcionamiento. Limpieza final.
Criterio de medición de proyecto: Superficie proyectada, según documentación gráfica de Proyecto, calculada como producto del perímetro exterior por la longitud del tramo, medida entre los ejes de los elementos o de los puntos a conectar, sin descontar las piezas especiales.
Criterio de medición de obra: Se medirá la superficie realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
07.03.16,Partida,Ud,Rejilla de impulsión.,,,,,,,4.000,0.00,0.00
,,,"Rejilla de impulsión, de aluminio extruido, anodizado color natural E6-C-0, con lamas horizontales regulables individualmente, de 225x125 mm, con parte posterior de chapa de acero pintada en color blanco RAL 9005, formada por lamas verticales regulables individualmente y mecanismo de regulación del caudal con lamas acopladas en oposición, accionables desde la parte frontal, fijación mediante tornillos vistos (con marco de montaje de chapa de acero galvanizado), montada en conducto rectangular no metálico. Incluso accesorios de montaje y elementos de fijación.
Incluye: Replanteo. Montaje y fijación de la rejilla.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,DISTRIBUIDOR 1,1.0000000000,0.000,0.000,0.000,1.000,,,
,,Spc0010,,DESPACHO,1.0000000000,0.000,0.000,0.000,1.000,,,
,,Spc0010,,DORMITORIO PPAL,1.0000000000,0.000,0.000,0.000,1.000,,,
,,Spc0010,,DORMITORIO ANEXO PRINCIPAL,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.03.16,4.000,0.00,0.00
,,,,,,,,,,,,
07.03.17,Partida,m,Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa),,,,,,,10.830,0.00,0.00
,,,"Tubería general de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 20 mm de diámetro exterior y 2 mm de espesor, PN=6 atm, suministrado en rollos, empotrado en la pared, con aislamiento mediante coquilla flexible de espuma elastomérica. Incluso material auxiliar para montaje y sujeción a la obra, accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta baja,1.0000000000,1.220,0.000,0.000,1.220,,,
,,Spc0010,,Planta 1,1.0000000000,9.610,0.000,0.000,9.610,,,
,,,,,,,,,Total 07.03.17,10.830,0.00,0.00
,,,,,,,,,,,,
07.03.18,Partida,m,Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa),,,,,,,13.990,0.00,0.00
,,,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 32 mm de diámetro exterior y 2,9 mm de espesor, PN=6 atm, suministrado en rollos, empotrado en la pared, con aislamiento mediante coquilla flexible de espuma elastomérica. Incluso material auxiliar para montaje y sujeción a la obra, accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta 1,1.0000000000,8.900,0.000,0.000,8.900,,,
,,Spc0010,,Planta 2,1.0000000000,5.090,0.000,0.000,5.090,,,
,,,,,,,,,Total 07.03.18,13.990,0.00,0.00
,,,,,,,,,,,,
07.03.19,Partida,m,Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa),,,,,,,16.020,0.00,0.00
,,,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 40 mm de diámetro exterior y 3,7 mm de espesor, PN=6 atm, suministrado en rollos, empotrado en la pared, con aislamiento mediante coquilla flexible de espuma elastomérica. Incluso material auxiliar para montaje y sujeción a la obra, accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta baja,1.0000000000,16.020,0.000,0.000,16.020,,,
,,,,,,,,,Total 07.03.19,16.020,0.00,0.00
,,,,,,,,,,,,
07.03.20,Partida,m,Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa),,,,,,,4.350,0.00,0.00
,,,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 20 mm de diámetro exterior y 2 mm de espesor, PN=6 atm, suministrado en rollos, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco. Incluso material auxiliar para montaje y sujeción a la obra, accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta baja,1.0000000000,4.350,0.000,0.000,4.350,,,
,,,,,,,,,Total 07.03.20,4.350,0.00,0.00
,,,,,,,,,,,,
07.03.21,Partida,m,Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa),,,,,,,2.990,0.00,0.00
