Código,Nat,Ud,Resumen,CanPres,Descripción,Resumen_2,CanPres_2,Descripción_2,Castro € unitario,Castro € tot,Balboa € unitario,Balboa € tot,Delta Castro,Delta Balboa
01.02.05,Partida,m,Colector enterrado de red horizontal de saneamiento,56.160,"Colector enterrado de red horizontal de saneamiento, sin arquetas, mediante sistema integral registrable, con una pendiente mínima del 2%, para la evacuación de aguas residuales y/o pluviales, formado por tubo de PVC liso, serie SN-4, rigidez anular nominal 4 kN/m², de 110 mm de diámetro exterior, con junta elástica, colocado sobre lecho de arena de 10 cm de espesor, debidamente compactada y nivelada con pisón vibrante de guiado manual, relleno lateral compactando hasta los riñones y posterior relleno con la misma arena hasta 30 cm por encima de la generatriz superior de la tubería. Incluso accesorios, registros, uniones, piezas especiales y lubricante para montaje.
Incluye: Replanteo y trazado del conducto en planta y pendientes. Presentación en seco de tubos y piezas especiales. Vertido de la arena en el fondo de la zanja. Descenso y colocación de los colectores en el fondo de la zanja. Montaje, conexionado y comprobación de su correcto funcionamiento. Ejecución del relleno envolvente. Realización de pruebas de servicio.",Colector enterrado de red horizontal de saneamiento,56.160,"Colector enterrado de red horizontal de saneamiento, sin arquetas, mediante sistema integral registrable, con una pendiente mínima del 2%, para la evacuación de aguas residuales y/o pluviales, formado por tubo de PVC liso, serie SN-4, rigidez anular nominal 4 kN/m², de 110 mm de diámetro exterior, con junta elástica, colocado sobre lecho de arena de 10 cm de espesor, debidamente compactada y nivelada con pisón vibrante de guiado manual, relleno lateral compactando hasta los riñones y posterior relleno con la misma arena hasta 30 cm por encima de la generatriz superior de la tubería. Incluso accesorios, registros, uniones, piezas especiales y lubricante para montaje.
Incluye: Replanteo y trazado del conducto en planta y pendientes. Presentación en seco de tubos y piezas especiales. Vertido de la arena en el fondo de la zanja. Descenso y colocación de los colectores en el fondo de la zanja. Montaje, conexionado y comprobación de su correcto funcionamiento. Ejecución del relleno envolvente. Realización de pruebas de servicio.",21.65,1215.8639999999998,43.43,2439.0288,0.0,0.0
01.02.06,Partida,m,"Zanja drenante con una pendiente mínima del 0,50%,",62.220,"Zanja drenante con una pendiente mínima del 0,50%, para captación de aguas subterráneas, en cuyo fondo se dispone un tubo ranurado de PVC de doble pared, la exterior corrugada y la interior lisa, color teja RAL 8023, con ranurado a lo largo de un arco de 220° en el valle del corrugado, para drenaje, rigidez anular nominal 4 kN/m², de 110 mm de diámetro, según UNE-EN 13476-1, longitud nominal 6 m, unión por copa con junta elástica de EPDM, colocado sobre solera de hormigón en masa HM-20/B/20/I, de 10 cm de espesor, en forma de cuna para recibir el tubo y formar las pendientes, con relleno lateral y superior hasta 25 cm por encima de la generatriz superior del tubo con grava filtrante sin clasificar. Incluso lubricante para montaje.
Incluye: Replanteo y trazado del conducto en planta y pendientes. Formación de la solera de hormigón. Descenso y colocación de los tubos en el fondo de la zanja. Montaje, conexionado y comprobación de su correcto funcionamiento. Ejecución del relleno envolvente. Realización de pruebas de servicio.","Zanja drenante con una pendiente mínima del 0,50%,",62.220,"Zanja drenante con una pendiente mínima del 0,50%, para captación de aguas subterráneas, en cuyo fondo se dispone un tubo ranurado de PVC de doble pared, la exterior corrugada y la interior lisa, color teja RAL 8023, con ranurado a lo largo de un arco de 220° en el valle del corrugado, para drenaje, rigidez anular nominal 4 kN/m², de 110 mm de diámetro, según UNE-EN 13476-1, longitud nominal 6 m, unión por copa con junta elástica de EPDM, colocado sobre solera de hormigón en masa HM-20/B/20/I, de 10 cm de espesor, en forma de cuna para recibir el tubo y formar las pendientes, con relleno lateral y superior hasta 25 cm por encima de la generatriz superior del tubo con grava filtrante sin clasificar. Incluso lubricante para montaje.
Incluye: Replanteo y trazado del conducto en planta y pendientes. Formación de la solera de hormigón. Descenso y colocación de los tubos en el fondo de la zanja. Montaje, conexionado y comprobación de su correcto funcionamiento. Ejecución del relleno envolvente. Realización de pruebas de servicio.",26.94,1676.2068000000002,24.07,1497.6354,0.0,0.0
01.02.07,Partida,Ud,Instalación de sumidero sifónico de PVC,2.000,"Instalación de sumidero sifónico de PVC, de salida vertical de 75 mm de diámetro, con rejilla de PVC de 200x200 mm, para recogida de aguas pluviales o de locales húmedos. Incluso accesorios de montaje, piezas especiales y elementos de sujeción.
Incluye: Replanteo y trazado. Montaje, conexionado y comprobación de su correcto funcionamiento.",Instalación de sumidero sifónico de PVC,2.000,"Instalación de sumidero sifónico de PVC, de salida vertical de 75 mm de diámetro, con rejilla de PVC de 200x200 mm, para recogida de aguas pluviales o de locales húmedos. Incluso accesorios de montaje, piezas especiales y elementos de sujeción.
Incluye: Replanteo y trazado. Montaje, conexionado y comprobación de su correcto funcionamiento.",80.28,160.56,71.71,143.42,0.0,0.0
01.02.08,Partida,m,Sumidero longitudinal de fábrica,5.150,"Sumidero longitudinal de fábrica, de 200 mm de anchura interior y 400 mm de altura, con rejilla de acero galvanizado, clase A-15 según UNE-EN 124 y UNE-EN 1433; previa excavación con medios manuales y posterior relleno del trasdós con hormigón.
Incluye: Replanteo del recorrido del sumidero longitudinal. Excavación con medios manuales. Eliminación de las tierras sueltas del fondo de la excavación. Vertido y compactación del hormigón en formación de solera. Formación de la obra de fábrica con ladrillos, previamente humedecidos, colocados con mortero. Ejecución de taladros para el conexionado de la tubería al sumidero longitudinal. Empalme y rejuntado de la tubería al sumidero longitudinal. Colocación del sifón en línea. Enfoscado y bruñido por el interior con mortero de cemento, redondeando ángulos. Relleno del trasdós. Colocación del marco y la rejilla. Comprobación de su correcto funcionamiento.",Sumidero longitudinal de fábrica,5.150,"Sumidero longitudinal de fábrica, de 200 mm de anchura interior y 400 mm de altura, con rejilla de acero galvanizado, clase A-15 según UNE-EN 124 y UNE-EN 1433; previa excavación con medios manuales y posterior relleno del trasdós con hormigón.
Incluye: Replanteo del recorrido del sumidero longitudinal. Excavación con medios manuales. Eliminación de las tierras sueltas del fondo de la excavación. Vertido y compactación del hormigón en formación de solera. Formación de la obra de fábrica con ladrillos, previamente humedecidos, colocados con mortero. Ejecución de taladros para el conexionado de la tubería al sumidero longitudinal. Empalme y rejuntado de la tubería al sumidero longitudinal. Colocación del sifón en línea. Enfoscado y bruñido por el interior con mortero de cemento, redondeando ángulos. Relleno del trasdós. Colocación del marco y la rejilla. Comprobación de su correcto funcionamiento.",106.02,546.003,166.87,859.3805000000001,0.0,0.0
01.02.09,Partida,Ud,"Pozo filtrante, para la recogida de aguas pluviales",2.000,"Pozo filtrante, para la recogida de aguas pluviales, drenante prefabricado de polietileno de alta densidad, de 1 m de altura y 0,50 m de diámetro exterior. Incluso material para conexiones, grava de relleno, remates y material elastómero para ajuste entre tapa y marco.
Incluye: Replanteo. Colocación de la malla electrosoldada. Vertido y compactación del hormigón en formación de solera. Montaje. Conexionado de los colectores al pozo. Colocación de marco, tapa de registro y accesorios. Comprobación de su correcto funcionamiento.","Pozo filtrante, para la recogida de aguas pluviales",2.000,"Pozo filtrante, para la recogida de aguas pluviales, drenante prefabricado de polietileno de alta densidad, de 1 m de altura y 0,50 m de diámetro exterior. Incluso material para conexiones, grava de relleno, remates y material elastómero para ajuste entre tapa y marco.
Incluye: Replanteo. Colocación de la malla electrosoldada. Vertido y compactación del hormigón en formación de solera. Montaje. Conexionado de los colectores al pozo. Colocación de marco, tapa de registro y accesorios. Comprobación de su correcto funcionamiento.",268,536,632.2,1264.4,0.0,0.0
01.02.10,Partida,Ud,Pozo de registro,2.000,"Pozo de registro, de 0,60 m de diámetro interior y de 0,65 m de altura útil interior, de elementos prefabricados de hormigón en masa, sobre solera de 25 cm de espesor de hormigón armado HA-30/B/20/IIb+Qb ligeramente armada con malla electrosoldada, con cierre de tapa circular estanca con bloqueo y marco de fundición clase D-400 según UNE-EN 124, instalado en calzadas de calles, incluyendo las peatonales, o zonas de aparcamiento para todo tipo de vehículos.
Incluye: Replanteo. Colocación de la malla electrosoldada. Vertido y compactación del hormigón en formación de solera. Montaje. Formación del canal en el fondo del pozo. Conexionado de los colectores al pozo. Colocación de los pates. Vertido y compactación del hormigón para formación de la losa alrededor de la boca del cono. Colocación de marco, tapa de registro y accesorios. Comprobación de su correcto funcionamiento.",Pozo de registro,2.000,"Pozo de registro, de 0,60 m de diámetro interior y de 0,65 m de altura útil interior, de elementos prefabricados de hormigón en masa, sobre solera de 25 cm de espesor de hormigón armado HA-30/B/20/IIb+Qb ligeramente armada con malla electrosoldada, con cierre de tapa circular estanca con bloqueo y marco de fundición clase D-400 según UNE-EN 124, instalado en calzadas de calles, incluyendo las peatonales, o zonas de aparcamiento para todo tipo de vehículos.
Incluye: Replanteo. Colocación de la malla electrosoldada. Vertido y compactación del hormigón en formación de solera. Montaje. Formación del canal en el fondo del pozo. Conexionado de los colectores al pozo. Colocación de los pates. Vertido y compactación del hormigón para formación de la losa alrededor de la boca del cono. Colocación de marco, tapa de registro y accesorios. Comprobación de su correcto funcionamiento.",219.71,439.42,832.26,1664.52,0.0,0.0
01.03.01,Partida,m²,"Solera ventilada de hormigón armado de 25+5 cm de canto, sobre encofrado perdido de módulos de polipropileno reciclado, realizad",60.300,"Solera ventilada de hormigón armado de 25+5 cm de canto, sobre encofrado perdido de módulos de polipropileno reciclado, realizada con hormigón HA-25/B/12/IIa fabricado en central, y vertido con cubilote, y malla electrosoldada ME 15x15 Ø 6-6 B 500 T 6x2,20 UNE-EN 10080 como armadura de reparto, colocada sobre separadores homologados en capa de compresión de 5 cm de espesor; con acabado superficial mediante semipulido mecánico y juntas de retracción de 5 mm de espesor, mediante corte con disco de diamante; apoyado todo ello sobre base de hormigón de limpieza. Incluso panel de poliestireno expandido de 3 cm de espesor, para la ejecución de juntas de dilatación.
Incluye: Replanteo de las piezas. Corte de las piezas. Colocación y montaje de las piezas. Resolución de encuentros. Realización de los orificios de paso de instalaciones. Colocación de los elementos para paso de instalaciones. Colocación de la malla electrosoldada. Vertido, extendido y vibrado del hormigón. Regleado y nivelación de la capa de compresión. Curado del hormigón. Replanteo de las juntas de retracción. Corte del hormigón. Limpieza final de las juntas de retracción.","Solera ventilada de hormigón armado de 25+5 cm de canto, sobre encofrado perdido de módulos de polipropileno reciclado, realizad",61.050,"Solera ventilada de hormigón armado de 25+5 cm de canto, sobre encofrado perdido de módulos de polipropileno reciclado, realizada con hormigón HA-25/B/12/IIa fabricado en central, y vertido con cubilote, y malla electrosoldada ME 15x15 Ø 6-6 B 500 T 6x2,20 UNE-EN 10080 como armadura de reparto, colocada sobre separadores homologados en capa de compresión de 5 cm de espesor; con acabado superficial mediante semipulido mecánico y juntas de retracción de 5 mm de espesor, mediante corte con disco de diamante; apoyado todo ello sobre base de hormigón de limpieza. Incluso panel de poliestireno expandido de 3 cm de espesor, para la ejecución de juntas de dilatación.
Incluye: Replanteo de las piezas. Corte de las piezas. Colocación y montaje de las piezas. Resolución de encuentros. Realización de los orificios de paso de instalaciones. Colocación de los elementos para paso de instalaciones. Colocación de la malla electrosoldada. Vertido, extendido y vibrado del hormigón. Regleado y nivelación de la capa de compresión. Curado del hormigón. Replanteo de las juntas de retracción. Corte del hormigón. Limpieza final de las juntas de retracción.",121.92,7351.776,63.71,3841.7129999999997,91.44,47.7825
01.03.03,Partida,m²,"Solera de hormigón armado de 15 cm de espesor, realizada con hormigón HA-25/B/20/IIa fabricado en central, y vertido desde camió",177.100,"Solera de hormigón armado de 15 cm de espesor, realizada con hormigón HA-25/B/20/IIa fabricado en central, y vertido desde camión, y malla electrosoldada ME 15x15 Ø 6-6 B 500 T 6x2,20 UNE-EN 10080 como armadura de reparto, colocada sobre separadores homologados, extendido y vibrado manual mediante regla vibrante, con acabado superficial mediante semipulido mecánico con juntas de retracción de 5 mm de espesor, mediante corte con disco de diamante. Incluso panel de poliestireno expandido de 3 cm de espesor, para la ejecución de juntas de dilatación.
Incluye: Preparación de la superficie de apoyo del hormigón. Replanteo de las juntas de construcción y de dilatación. Tendido de niveles mediante toques, maestras de hormigón o reglas. Riego de la superficie base. Formación de juntas de construcción y de juntas perimetrales de dilatación. Colocación de la malla electrosoldada con separadores homologados. Vertido, extendido y vibrado del hormigón. Conexión de los elementos exteriores. Curado del hormigón. Fratasado mecánico de la superficie. Replanteo de las juntas de retracción. Corte del hormigón. Limpieza final de las juntas de retracción.","Solera de hormigón armado de 15 cm de espesor, realizada con hormigón HA-25/B/20/IIa fabricado en central, y vertido desde camió",182.320,"Solera de hormigón armado de 15 cm de espesor, realizada con hormigón HA-25/B/20/IIa fabricado en central, y vertido desde camión, y malla electrosoldada ME 15x15 Ø 6-6 B 500 T 6x2,20 UNE-EN 10080 como armadura de reparto, colocada sobre separadores homologados, extendido y vibrado manual mediante regla vibrante, con acabado superficial mediante semipulido mecánico con juntas de retracción de 5 mm de espesor, mediante corte con disco de diamante. Incluso panel de poliestireno expandido de 3 cm de espesor, para la ejecución de juntas de dilatación.
Incluye: Preparación de la superficie de apoyo del hormigón. Replanteo de las juntas de construcción y de dilatación. Tendido de niveles mediante toques, maestras de hormigón o reglas. Riego de la superficie base. Formación de juntas de construcción y de juntas perimetrales de dilatación. Colocación de la malla electrosoldada con separadores homologados. Vertido, extendido y vibrado del hormigón. Conexión de los elementos exteriores. Curado del hormigón. Fratasado mecánico de la superficie. Replanteo de las juntas de retracción. Corte del hormigón. Limpieza final de las juntas de retracción.",37.74,6683.754,51.5,9120.65,197.00279999999998,268.8299999999999
01.03.04,Partida,m²,"Encachado en caja para base de solera de 10 cm de espesor, mediante relleno y extendido en tongadas de espesor no superior a 20",177.100,"Encachado en caja para base de solera de 10 cm de espesor, mediante relleno y extendido en tongadas de espesor no superior a 20 cm de gravas procedentes de cantera caliza de 40/80 mm; y posterior compactación mediante equipo manual con bandeja vibrante, sobre la explanada homogénea y nivelada.
Incluye: Transporte y descarga del material de relleno a pie de tajo. Extendido del material de relleno en tongadas de espesor uniforme. Humectación o desecación de cada tongada. Compactación y nivelación.","Encachado en caja para base de solera de 10 cm de espesor, mediante relleno y extendido en tongadas de espesor no superior a 20",182.320,"Encachado en caja para base de solera de 10 cm de espesor, mediante relleno y extendido en tongadas de espesor no superior a 20 cm de gravas procedentes de cantera caliza de 40/80 mm; y posterior compactación mediante equipo manual con bandeja vibrante, sobre la explanada homogénea y nivelada.
Incluye: Transporte y descarga del material de relleno a pie de tajo. Extendido del material de relleno en tongadas de espesor uniforme. Humectación o desecación de cada tongada. Compactación y nivelación.",13.09,2318.239,12.31,2180.101,68.32979999999998,64.25819999999999
01.03.05,Partida,m³,"+Murete cierre de solera de hormigón armado, realizado con hormigón HA-25/B/20/IIa fabricado en central, y vertido con cubilote,",0.765,"Murete cierre de solera de hormigón armado, realizado con hormigón HA-25/B/20/IIa fabricado en central, y vertido con cubilote, y acero UNE-EN 10080 B 500 S, con una cuantía según planos de estructuras. Incluso alambre de atar y separadores.
Incluye: Colocación de la armadura con separadores homologados. Resolución de juntas de construcción. Limpieza de la base de apoyo del muro en la cimentación. Vertido y compactación del hormigón. Curado del hormigón. Reparación de defectos superficiales, si procede.","+Murete cierre de solera de hormigón armado, realizado con hormigón HA-25/B/20/IIa fabricado en central, y vertido con cubilote,",0.765,"Murete cierre de solera de hormigón armado, realizado con hormigón HA-25/B/20/IIa fabricado en central, y vertido con cubilote, y acero UNE-EN 10080 B 500 S, con una cuantía según planos de estructuras. Incluso alambre de atar y separadores.
Incluye: Colocación de la armadura con separadores homologados. Resolución de juntas de construcción. Limpieza de la base de apoyo del muro en la cimentación. Vertido y compactación del hormigón. Curado del hormigón. Reparación de defectos superficiales, si procede.",872.98,667.8297,920.85,704.45025,0.0,0.0
01.04.01,Partida,m3,Demolición de muro de H-armado c/mart+compr,0.250,"Demolición de muro de hormigón armado con corte de radial, martillo rompedor y compresor de aire, i/retirada de escombros y carga, según NTE/ADD-15-16.",Demolición de murete de H-armado c/mart+compr,0.110,"Demolición de muro de hormigón armado con corte de radial, martillo rompedor y compresor de aire, i/retirada de escombros y carga, según NTE/ADD-15-16.",1963.65,490.9125,1111.17,277.7925,-274.91100000000006,-155.56380000000001
02.01.01,Partida,m²,"Capa de hormigón de limpieza y nivelado de fondos de cimentación, de 10 cm de espesor, de hormigón HL-150/B/20, fabricado en cen",34.050,"Capa de hormigón de limpieza y nivelado de fondos de cimentación, de 10 cm de espesor, de hormigón HL-150/B/20, fabricado en central y vertido desde camión, en el fondo de la excavación previamente realizada.
Incluye: Replanteo. Colocación de toques y/o formación de maestras. Vertido y compactación del hormigón. Coronación y enrase del hormigón.","Capa de hormigón de limpieza y nivelado de fondos de cimentación, de 10 cm de espesor, de hormigón HL-150/B/20, fabricado en cen",34.050,"Capa de hormigón de limpieza y nivelado de fondos de cimentación, de 10 cm de espesor, de hormigón HL-150/B/20, fabricado en central y vertido desde camión, en el fondo de la excavación previamente realizada.
Incluye: Replanteo. Colocación de toques y/o formación de maestras. Vertido y compactación del hormigón. Coronación y enrase del hormigón.",14.87,506.3234999999999,7.18,244.47899999999996,0.0,0.0
03.01.01,Partida,kg,"Acero UNE-EN 10025 S275JR, en vigas formadas por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, H","2,457.980","Acero UNE-EN 10025 S275JR, en vigas formadas por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, HEA, HEM o UPN, acabado con imprimación antioxidante, con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la viga. Aplomado y nivelación. Ejecución de las uniones soldadas.","Acero UNE-EN 10025 S275JR, en vigas formadas por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, H","2,457.980","Acero UNE-EN 10025 S275JR, en vigas formadas por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, HEA, HEM o UPN, acabado con imprimación antioxidante, con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la viga. Aplomado y nivelación. Ejecución de las uniones soldadas.",5.2,12781.496000000001,6.77,16640.5246,,
03.01.02,Partida,kg,"Acero UNE-EN 10025 S275JR, en pilares formados por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB,",156.060,"Acero UNE-EN 10025 S275JR, en pilares formados por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, HEA, HEM o UPN, acabado con imprimación antioxidante, colocado con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional del pilar. Aplomado y nivelación. Ejecución de las uniones soldadas.","Acero UNE-EN 10025 S275JR, en pilares formados por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB,",156.060,"Acero UNE-EN 10025 S275JR, en pilares formados por piezas simples de perfiles laminados en caliente de las series IPN, IPE, HEB, HEA, HEM o UPN, acabado con imprimación antioxidante, colocado con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional del pilar. Aplomado y nivelación. Ejecución de las uniones soldadas.",5.13,800.5878,6.77,1056.5262,0.0,0.0
03.01.03,Partida,kg,"Acero UNE-EN 10210-1 S275J0H, en pilares formados por piezas simples de perfiles huecos acabados en caliente de las series redon",63.280,"Acero UNE-EN 10210-1 S275J0H, en pilares formados por piezas simples de perfiles huecos acabados en caliente de las series redondo, cuadrado o rectangular, acabado con imprimación antioxidante, colocado con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional del pilar. Aplomado y nivelación. Ejecución de las uniones soldadas.","Acero UNE-EN 10210-1 S275J0H, en pilares formados por piezas simples de perfiles huecos acabados en caliente de las series redon",63.280,"Acero UNE-EN 10210-1 S275J0H, en pilares formados por piezas simples de perfiles huecos acabados en caliente de las series redondo, cuadrado o rectangular, acabado con imprimación antioxidante, colocado con uniones soldadas en obra, a una altura de hasta 3 m.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional del pilar. Aplomado y nivelación. Ejecución de las uniones soldadas.",5.74,363.22720000000004,6.77,428.4056,0.0,0.0
03.01.04,Partida,Ud,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 15 mm, y montaje sob",5.000,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 15 mm, y montaje sobre 4 pernos de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro y 20 cm de longitud total, embutidos en el hormigón fresco, y atornillados con arandelas, tuerca y contratuerca una vez endurecido el hormigón del cimiento. Incluso mortero autonivelante expansivo para relleno del espacio resultante entre el hormigón endurecido y la placa y protección anticorrosiva aplicada a las tuercas y extremos de los pernos.
Incluye: Limpieza y preparación de la superficie de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la placa. Aplomado y nivelación. Relleno con mortero. Aplicación de la protección anticorrosiva.","Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 15 mm, y montaje sob",5.000,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 15 mm, y montaje sobre 4 pernos de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro y 20 cm de longitud total, embutidos en el hormigón fresco, y atornillados con arandelas, tuerca y contratuerca una vez endurecido el hormigón del cimiento. Incluso mortero autonivelante expansivo para relleno del espacio resultante entre el hormigón endurecido y la placa y protección anticorrosiva aplicada a las tuercas y extremos de los pernos.
Incluye: Limpieza y preparación de la superficie de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la placa. Aplomado y nivelación. Relleno con mortero. Aplicación de la protección anticorrosiva.",84.91,424.54999999999995,40.59,202.95000000000002,0.0,0.0
03.01.05,Partida,Ud,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 12 mm, y montaje sob",1.000,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 12 mm, y montaje sobre 4 pernos de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro y 20 cm de longitud total, embutidos en el hormigón fresco, y atornillados con arandelas, tuerca y contratuerca una vez endurecido el hormigón del cimiento. Incluso mortero autonivelante expansivo para relleno del espacio resultante entre el hormigón endurecido y la placa y protección anticorrosiva aplicada a las tuercas y extremos de los pernos.
Incluye: Limpieza y preparación de la superficie de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la placa. Aplomado y nivelación. Relleno con mortero. Aplicación de la protección anticorrosiva.","Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 12 mm, y montaje sob",1.000,"Placa de anclaje de acero UNE-EN 10025 S275JR en perfil plano, con taladro central, de 250x250 mm y espesor 12 mm, y montaje sobre 4 pernos de acero corrugado UNE-EN 10080 B 500 S de 16 mm de diámetro y 20 cm de longitud total, embutidos en el hormigón fresco, y atornillados con arandelas, tuerca y contratuerca una vez endurecido el hormigón del cimiento. Incluso mortero autonivelante expansivo para relleno del espacio resultante entre el hormigón endurecido y la placa y protección anticorrosiva aplicada a las tuercas y extremos de los pernos.
Incluye: Limpieza y preparación de la superficie de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la placa. Aplomado y nivelación. Relleno con mortero. Aplicación de la protección anticorrosiva.",78.73,78.73,40.59,40.59,0.0,0.0
